,Unnamed: 0,id,tweet_url,created_at,parsed_created_at,user_screen_name,text,tweet_type,coordinates,hashtags,media,urls,favorite_count,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,lang,place,possibly_sensitive,retweet_count,retweet_or_quote_id,retweet_or_quote_screen_name,retweet_or_quote_user_id,source,user_id,user_created_at,user_default_profile_image,user_description,user_favourites_count,user_followers_count,user_friends_count,user_listed_count,user_location,user_name,user_statuses_count,user_time_zone,user_urls,user_verified,clean_text,topic_id,sentiment,confidence
0,23.0,1.5871241508329595e+18,https://twitter.com/PattyMurray/status/1587124150832959490,Mon Oct 31 16:47:39 +0000 2022,2022-10-31T16:47:39+00:00,PattyMurray,"TODAY is the last day to apply for Public Service Loan Forgiveness under the temporary waiver. Whether you’re a teacher, a firefighter, or any public servant, make sure to get your application in today.  Click the link below for more information. https://t.co/DULKAkVkmv",quote,,,,https://twitter.com/usedgov/status/1585640086808702980,94.0,,,,en,,0.0,68.0,1.5856400868087027e+18,usedgov,20437286.0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",293131808.0,Wed May 04 20:23:35 +0000 2011,False,"U.S. Senator, Washington state | @HELPCmteDems Chair | Assistant Democratic Leader | Working every day for WA families | she/her/hers",284.0,489426.0,2392.0,3914.0,WA & DC,Senator Patty Murray,23410.0,,http://murray.senate.gov/,True,TODAY is the last day to apply for Public Service Loan Forgiveness under the temporary waiver Whether youre a teacher a firefighter or any public servant make sure to get your application in today  Click the link below for more information ,575.0,Neutral,0.9208653569221497
1,427.0,1.5871571548464497e+18,https://twitter.com/JamesForAR/status/1587157154846449670,Mon Oct 31 18:58:48 +0000 2022,2022-10-31T18:58:48+00:00,JamesForAR,Today is the LAST DAY to apply for the Public Service Loan Forgiveness Program’s limited waiver.  Non-profit workers and public servants ought to visit https://t.co/9hR39zWtOY TODAY and start on their journey to student loan debt relief.,retweet,,,,,125.0,,,,en,,,109.0,1.5871264685381468e+18,WhipClyburn,188019606.0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.3977250687388262e+18,Thu May 27 01:23:31 +0000 2021,False,"Democratic nominee for US Senate in Arkansas fighting for access to better healthcare, education, & a stronger economy. Chip in ActBlue https://t.co/xFktr4AgmL",19170.0,30929.0,14738.0,121.0,"Arkansas, USA",Natalie James for U.S. Senate,3424.0,,http://JamesforArkansas.com,True,Today is the LAST DAY to apply for the Public Service Loan Forgiveness Programs limited waiver  Nonprofit workers and public servants ought to visit  TODAY and start on their journey to student loan debt relief,575.0,Neutral,0.8936145305633545
2,471.0,1.5867614279305503e+18,https://twitter.com/SenDuckworth/status/1586761427930550272,Sun Oct 30 16:46:19 +0000 2022,2022-10-30T16:46:19+00:00,SenDuckworth,"🚨Tomorrow is the last day to apply for the PSLF program! If you or someone you know lives a life of public service, you may be eligible to have your federal student loan debt forgiven under President Biden's temporary changes.   Visit https://t.co/jN4JxBrcRb.",original,,,,http://PSLF.gov,78.0,,,,en,,0.0,39.0,,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1058520120.0,Thu Jan 03 18:59:33 +0000 2013,False,"Official Twitter account for U.S. Senator Tammy Duckworth. For more information, visit",964.0,767412.0,7383.0,4093.0,,Tammy Duckworth,10962.0,,http://duckworth.senate.gov,True, policecarlight Tomorrow is the last day to apply for the PSLF program If you or someone you know lives a life of public service you may be eligible to have your federal student loan debt forgiven under President Bidens temporary changes   Visit ,575.0,Neutral,0.7759478092193604
3,585.0,1.5867300110752645e+18,https://twitter.com/SenatorHassan/status/1586730011075264515,Sun Oct 30 14:41:29 +0000 2022,2022-10-30T14:41:29+00:00,SenatorHassan,For-profit colleges have targeted veterans while often failing to deliver a quality education.   That’s why I worked to close the loophole allowing some colleges to exploit veterans – and our protections start this January.,original,,,,,38.0,,,,en,,,10.0,,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",946549322.0,Tue Nov 13 21:27:37 +0000 2012,False,"New England sports fan, mom, crossword enthusiast, former governor, U.S. Senator for New Hampshire.",284.0,165124.0,550.0,1746.0,,Sen. Maggie Hassan,12133.0,,http://hassan.senate.gov,True,Forprofit colleges have targeted veterans while often failing to deliver a quality education   Thats why I worked to close the loophole allowing some colleges to exploit veterans  and our protections start this January,497.0,Negative,0.43477627635002136
4,1080.0,1.5747716289779139e+18,https://twitter.com/salviforsenate/status/1574771628977913857,Tue Sep 27 14:43:08 +0000 2022,2022-09-27T14:43:08+00:00,salviforsenate,The CBO projects @TammyDuckworth’s support of student loan forgiveness will add an another $400B to the deficit. The real outcome will be higher inflation for every Illinois family and business. #stopthespending #reduceinflation #protectfamilies #teamsalvi,original,,stopthespending reduceinflation protectfamilies teamsalvi,,,11.0,,,,en,,,3.0,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.4991405611687444e+18,Wed Mar 02 21:52:35 +0000 2022,False,"Kathy is running for U.S. Senate to bring back faith in our government, restore public trust, and reinstate civility to public service.",246.0,1139.0,221.0,21.0,,Kathy Salvi,577.0,,http://kathysalvi.com,True,The CBO projects TammyDuckworths support of student loan forgiveness will add an another B to the deficit The real outcome will be higher inflation for every Illinois family and business stopthespending reduceinflation protectfamilies teamsalvi,575.0,Neutral,0.33515462279319763
5,1164.0,1.562841797197693e+18,https://twitter.com/salviforsenate/status/1562841797197692930,Thu Aug 25 16:38:15 +0000 2022,2022-08-25T16:38:15+00:00,salviforsenate,"If you went to college and didn’t take out student loans, do you get $10k? NO. If you went to college and paid off your student loans, do you get $10k? NO. If you didn’t go to college, do you get $10k? NO. Fair? NO!",original,,,,,151.0,,,,en,,,23.0,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.4991405611687444e+18,Wed Mar 02 21:52:35 +0000 2022,False,"Kathy is running for U.S. Senate to bring back faith in our government, restore public trust, and reinstate civility to public service.",246.0,1139.0,221.0,21.0,,Kathy Salvi,577.0,,http://kathysalvi.com,True,If you went to college and didnt take out student loans do you get k NO If you went to college and paid off your student loans do you get k NO If you didnt go to college do you get k NO Fair NO,118.0,Negative,0.8534990549087524
6,1502.0,1.5821012005848637e+18,https://twitter.com/TammyDuckworth/status/1582101200584863744,Mon Oct 17 20:08:14 +0000 2022,2022-10-17T20:08:14+00:00,TammyDuckworth,"🚨The application for student debt relief is here! It only takes minutes to apply and millions could be eligible for up to $20,000 in student loan forgiveness.   Most benefits will go to those who earn less than $75,000.   Apply now: https://t.co/lxlfi8D3de",original,,,,http://StudentAid.gov/DebtRelief/Apply,73.0,,,,en,,0.0,31.0,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",328679423.0,Sun Jul 03 20:43:44 +0000 2011,False,Soldier. Senator. Mother.,114.0,87987.0,3234.0,1209.0,Illinois,Tammy Duckworth,4651.0,,http://tammyduckworth.com/,True, policecarlight The application for student debt relief is here It only takes minutes to apply and millions could be eligible for up to  in student loan forgiveness   Most benefits will go to those who earn less than    Apply now ,575.0,Neutral,0.6262733936309814
7,1602.0,1.5625052963285934e+18,https://twitter.com/TammyDuckworth/status/1562505296328593409,Wed Aug 24 18:21:07 +0000 2022,2022-08-24T18:21:07+00:00,TammyDuckworth,"Incredible news! By cancelling thousands in crushing student loan debt and extending the pause on student loan repayments, President Biden is providing a much-needed lifeline to help lift up millions of working Americans across the country AND boosting our economy. https://t.co/VuYUYrr57u",quote,,,,https://twitter.com/TheDemocrats/status/1562470298683060224,78.0,,,,en,,0.0,17.0,1.5624702986830602e+18,TheDemocrats,14377605.0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",328679423.0,Sun Jul 03 20:43:44 +0000 2011,False,Soldier. Senator. Mother.,114.0,87987.0,3234.0,1209.0,Illinois,Tammy Duckworth,4651.0,,http://tammyduckworth.com/,True,Incredible news By cancelling thousands in crushing student loan debt and extending the pause on student loan repayments President Biden is providing a muchneeded lifeline to help lift up millions of working Americans across the country AND boosting our economy ,118.0,Positive,0.9483157992362976
8,1947.0,1.4737391545550275e+18,https://twitter.com/TammyDuckworth/status/1473739154555027462,Wed Dec 22 19:36:09 +0000 2021,2021-12-22T19:36:09+00:00,TammyDuckworth,"For millions of borrowers, extending the pause on student loan repayments is a huge relief.  For an additional 90 days, it means one less bill to pay, one less worry and more time to recover from this pandemic.  But we can't stop here. We must #CancelStudentDebt.",original,,CancelStudentDebt,,,75.0,,,,en,,,10.0,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",328679423.0,Sun Jul 03 20:43:44 +0000 2011,False,Soldier. Senator. Mother.,114.0,87987.0,3234.0,1209.0,Illinois,Tammy Duckworth,4651.0,,http://tammyduckworth.com/,True,For millions of borrowers extending the pause on student loan repayments is a huge relief  For an additional  days it means one less bill to pay one less worry and more time to recover from this pandemic  But we cant stop here We must CancelStudentDebt,118.0,Positive,0.9349488615989685
9,2796.0,7.989819737630474e+17,https://twitter.com/TammyDuckworth/status/798981973763047424,Wed Nov 16 20:12:01 +0000 2016,2016-11-16T20:12:01+00:00,TammyDuckworth,Glad to see @ILSenDems override the governor's veto on #AutomaticVoterRegistration. We should be making it easier for Illinoisans to vote.,original,,AutomaticVoterRegistration,,,389.0,,,,en,,,143.0,,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",328679423.0,Sun Jul 03 20:43:44 +0000 2011,False,Soldier. Senator. Mother.,114.0,87987.0,3234.0,1209.0,Illinois,Tammy Duckworth,4651.0,,http://tammyduckworth.com/,True,Glad to see ILSenDems override the governors veto on AutomaticVoterRegistration We should be making it easier for Illinoisans to vote,1010.0,Positive,0.9159640669822693
